design_label,design_size,no_of_instances,no_of_gates,no_of_inputs,no_of_outputs,num_macros,pin_density,congestion_risk_score
5581,24128,5312,17518,7,22,8164,0.8286,0.37
5582,4955,3439,7633,96,72,6753,0.3715,0.29
5583,23031,23242,17751,72,76,19216,0.4268,0.57
5584,23680,19494,6930,61,47,6213,0.5497,0.27
5585,22395,35236,2399,80,69,18257,0.3109,0.15
5586,22965,12286,19127,28,45,16115,0.8678,0.95
5587,15266,34707,7258,37,42,4973,0.3131,0.49
5588,19245,39073,13770,7,42,8252,0.733,0.47
5589,20940,4495,6931,8,17,8520,0.439,0.13
5590,29340,15390,3772,34,26,11184,0.6016,0.5
5591,26091,22251,15382,74,33,12670,0.233,0.74
5592,22845,3791,7274,53,13,5570,0.3435,0.25
5593,22177,7570,13279,34,95,2135,0.5111,0.37
5594,5888,3941,7852,76,72,17540,0.674,0.18
5595,301,37216,11489,86,21,8273,0.7443,0.36
5596,22644,17876,3184,20,41,14377,0.2211,0.86
5597,10661,6160,2648,57,68,18282,0.3067,0.24
5598,17001,27684,4102,10,71,3658,0.7109,0.03
5599,7837,48393,12791,28,8,13247,0.7691,0.54
5600,26017,4400,3874,96,44,12382,0.3656,0.58
5601,29452,3438,3570,93,20,2727,0.3608,0.33
5602,2088,5587,1299,32,15,343,0.2616,0.64
5603,15541,36382,15615,25,95,19630,0.3052,0.04
5604,11837,29629,18508,12,30,18005,0.2056,0.34
5605,29196,30362,18938,40,99,12504,0.6129,0.14
5606,14356,11380,13047,13,76,16702,0.8327,0.23
5607,20286,43175,2064,44,69,15603,0.3047,0.38
5608,22292,28904,4994,89,6,19776,0.726,0.49
5609,27951,10015,998,55,95,5227,0.6016,0.09
5610,28330,11258,16540,5,49,929,0.8579,0.1
5611,7262,8721,10733,67,47,16492,0.7587,0.67
5612,27110,10647,14062,72,7,10739,0.7969,0.4
5613,13165,23277,4742,78,38,3941,0.6474,0.18
5614,22725,46353,3290,30,84,16650,0.7679,0.23
5615,14214,2559,9812,44,69,5750,0.4456,0.72
5616,8499,28868,13781,7,68,7699,0.3463,0.05
5617,5733,38141,18068,13,11,12854,0.8388,0.51
5618,5855,42325,10180,36,39,10553,0.714,0.36
5619,10925,38291,17966,71,26,6434,0.2635,0.81
5620,22793,17534,7658,8,52,17167,0.8068,0.79
5621,4217,38347,12459,10,36,5398,0.4442,0.69
5622,24829,15519,17874,77,30,5621,0.4088,0.38
5623,28042,35117,11639,30,10,7124,0.6363,0.63
5624,28990,35677,12487,6,50,10744,0.598,0.64
5625,29440,3021,18049,70,59,12881,0.5768,0.33
5626,1618,4776,9755,89,79,15250,0.3784,0.88
5627,22647,20525,15426,90,99,18855,0.8718,0.98
5628,16446,35285,19032,7,59,19811,0.8651,0.31
5629,2700,49784,11661,39,89,15596,0.2029,0.8
5630,13337,13563,19964,63,61,7154,0.4365,0.5
5631,18679,25574,7640,42,90,16398,0.2319,0.46
5632,29174,41035,18761,37,67,16545,0.7952,0.39
5633,29367,1569,6615,19,5,10782,0.8206,0.29
5634,3654,7392,18410,79,25,2519,0.5628,0.92
5635,27090,25509,1885,78,24,18632,0.7878,0.74
5636,16293,23626,16788,18,77,11510,0.6924,0.44
5637,19333,23565,9847,70,95,15664,0.5497,0.75
5638,15353,31055,3245,49,33,11395,0.4547,0.72
5639,16294,26885,13918,52,47,119,0.3864,0.27
5640,29929,21133,9229,48,49,6006,0.3816,0.18
5641,1842,7031,8395,41,69,14811,0.5934,0.84
5642,1406,1191,956,33,7,9667,0.3168,0.81
5643,3949,25872,12005,88,24,6124,0.3224,1.0
5644,12460,16463,15818,89,85,2622,0.2073,0.02
5645,12868,28590,7248,38,41,1704,0.6293,0.54
5646,24003,360,1670,63,42,18693,0.896,0.7
5647,29331,10556,11870,47,78,16535,0.8225,0.58
5648,13132,22420,11816,37,49,9973,0.694,0.71
5649,4295,13535,8573,23,97,5758,0.7499,0.14
5650,21662,42245,4388,12,46,1411,0.4918,0.0
5651,19039,48681,15961,35,50,12566,0.4087,0.09
5652,18789,27125,16863,15,64,19694,0.458,0.38
5653,29184,28209,5351,12,17,17556,0.257,0.33
5654,7719,20854,15194,29,35,2007,0.6437,0.87
5655,9380,4401,13834,24,72,10201,0.3224,0.08
5656,2742,7307,2473,42,66,13291,0.734,0.44
5657,9469,28020,8322,11,53,13381,0.333,0.96
5658,14396,22303,1623,81,22,17364,0.3597,0.5
5659,22893,49344,16853,43,79,2939,0.8701,0.13
5660,29592,21645,516,78,57,15065,0.2738,0.29
5661,15538,24116,15837,76,22,13919,0.5492,0.63
5662,15774,31198,5226,24,55,7189,0.2439,0.01
5663,4857,8656,3443,85,45,1808,0.2633,0.97
5664,3094,46663,9807,15,71,8131,0.6435,0.57
5665,25235,20202,15214,20,69,4391,0.6415,0.7
5666,27640,38993,12272,46,87,8196,0.3352,0.5
5667,15326,2024,18469,94,10,521,0.8107,0.96
5668,1371,19579,18066,56,78,3230,0.6915,0.59
5669,1913,39551,18418,41,41,10602,0.4104,0.66
5670,27591,19022,53,56,16,7866,0.3739,0.86
5671,25285,18760,7527,13,85,17578,0.728,0.86
5672,18945,46199,6048,39,95,16532,0.7135,0.03
5673,20604,10045,652,71,6,543,0.3042,0.28
5674,22608,406,7306,99,57,2207,0.4444,0.25
5675,8575,23059,10609,11,29,4629,0.3517,0.01
5676,27604,4331,13736,6,32,18611,0.4059,0.88
5677,4496,38896,14023,29,49,9665,0.4013,0.32
5678,9383,12307,6764,80,41,13177,0.8832,0.35
5679,13418,39526,8426,98,21,8747,0.7251,0.1
5680,17300,6436,11751,98,73,12547,0.746,0.99
5681,23788,46764,14941,97,60,8602,0.3942,0.83
5682,23815,9730,3301,45,62,8395,0.2004,0.57
5683,182,17356,19581,79,87,16054,0.2407,0.77
5684,2020,34009,8194,56,8,16966,0.5871,0.78
5685,7917,49917,16488,91,59,15769,0.3998,0.66
5686,11783,41268,9966,85,53,10253,0.3351,0.17
5687,11436,33819,2960,81,42,2407,0.2347,0.72
5688,15696,42117,18304,69,49,11025,0.8131,0.57
5689,2193,45804,11532,81,34,14113,0.6201,0.72
5690,13005,30113,3398,42,41,2019,0.2752,0.54
5691,23555,14555,18035,71,60,5021,0.7365,0.96
5692,24451,4822,5880,84,31,10589,0.7291,0.63
5693,8467,12912,11579,46,36,12678,0.4026,0.57
5694,5385,30376,8170,75,15,17068,0.3319,0.84
5695,10996,36876,18524,58,62,2651,0.7698,0.38
5696,5037,10160,5530,71,81,17626,0.4307,0.32
5697,16853,13156,9493,82,39,15689,0.7932,0.5
5698,18302,6755,6420,68,21,657,0.2306,0.58
5699,18585,22674,220,84,34,6471,0.5495,0.22
5700,13077,13127,2859,8,22,5308,0.3257,0.68
5701,19974,4130,7043,35,34,3115,0.6704,0.8
5702,18263,24343,11996,17,94,7916,0.898,0.58
5703,7774,33389,4041,31,20,7303,0.4888,0.52
5704,17848,19839,876,63,79,5620,0.2702,0.29
5705,23778,34268,9907,69,58,18471,0.4224,0.91
5706,29138,44798,16563,68,8,18619,0.8241,0.75
5707,28018,36591,17851,29,19,10820,0.736,0.48
5708,29415,30113,6848,41,80,7555,0.3625,0.66
5709,3776,6679,17841,79,31,1229,0.8675,0.34
5710,2526,18342,5186,77,8,10162,0.6355,0.06
5711,24748,4881,17471,75,39,9574,0.3176,0.2
5712,24573,20548,12541,18,89,14466,0.6006,0.08
5713,3062,45741,7596,98,67,19178,0.5159,0.51
5714,959,49394,5953,28,70,2310,0.7738,0.62
5715,12148,21546,13905,71,43,6170,0.4409,0.38
5716,4238,11143,16456,52,32,3548,0.8125,0.53
5717,2524,19953,14999,95,38,19847,0.7684,0.09
5718,25740,49243,9875,69,37,5528,0.6722,0.77
5719,10509,20179,6337,42,54,5848,0.381,0.03
5720,4117,17201,12243,94,64,8147,0.8792,0.63
5721,10551,742,1455,74,76,16639,0.5841,0.43
5722,28427,28116,9720,63,76,15745,0.8353,0.18
5723,10378,19032,17628,16,46,5430,0.351,0.52
5724,25044,44753,8817,58,90,18243,0.8884,0.78
5725,11096,25045,7973,55,95,8989,0.7712,0.41
5726,24826,7649,1656,42,32,13214,0.8645,0.37
5727,1234,13497,8693,50,79,10684,0.3487,0.14
5728,21650,25462,8366,14,31,16352,0.5015,0.59
5729,5219,47942,11696,13,5,14086,0.2683,0.83
5730,5794,46639,10606,91,96,10003,0.2959,0.56
5731,27460,33817,10108,98,95,13118,0.3988,0.17
5732,22620,49773,6300,56,12,12616,0.8661,0.66
5733,21969,23116,1733,55,50,18730,0.667,0.03
5734,4264,14832,11776,26,28,4978,0.4202,0.84
5735,18830,49606,19185,77,44,5984,0.8682,0.92
5736,5139,27011,7713,87,55,17372,0.7178,0.6
5737,21381,17966,13133,76,28,12861,0.8349,0.88
5738,14731,42707,19156,72,26,4605,0.8491,0.08
5739,10542,27721,13196,9,78,6588,0.7255,0.23
5740,8352,12923,11303,87,72,6606,0.3702,0.32
5741,21525,30086,15786,86,12,18598,0.8976,0.77
5742,27686,14790,3273,33,62,6171,0.4276,0.48
5743,20385,39207,5491,87,19,19307,0.6702,0.35
5744,17821,11056,9872,10,12,1500,0.7914,0.16
5745,17668,21403,7431,73,97,5155,0.3226,0.81
5746,20910,36633,12913,62,46,5686,0.6263,0.02
5747,1651,29774,5234,47,43,1253,0.4626,0.34
5748,12725,35695,16703,73,39,7102,0.371,0.24
5749,1729,2158,9365,76,45,19458,0.2082,0.13
5750,26003,11619,4583,95,52,18489,0.8104,0.17
5751,18010,31215,17476,41,82,2241,0.2951,0.49
5752,26349,830,14610,62,75,14660,0.8147,0.43
5753,1461,1932,1691,41,48,12624,0.6205,0.52
5754,26249,41468,15975,86,39,10779,0.6347,0.73
5755,27362,22989,10683,30,31,9907,0.7801,0.89
5756,4470,48486,3347,46,69,5740,0.5566,0.12
5757,5383,40038,17817,20,74,19445,0.4501,0.08
5758,7710,4279,4046,26,70,7669,0.2972,0.32
5759,10658,6399,64,27,75,8381,0.5993,0.55
5760,15024,7930,14945,51,76,2498,0.5872,0.1
5761,14939,44307,1724,71,67,774,0.4057,0.72
5762,12049,37670,5149,7,97,12501,0.62,0.56
5763,10726,22541,17914,16,84,16537,0.5076,0.75
5764,2093,6715,19480,27,33,4097,0.7639,0.36
5765,969,6862,7413,15,35,112,0.5916,0.4
5766,1114,38411,6007,56,68,2112,0.8536,0.81
5767,10203,24809,4260,54,90,19999,0.5626,0.27
5768,17086,37751,15826,61,57,6634,0.8212,0.38
5769,12113,23534,17409,68,78,15897,0.5644,0.01
5770,790,21443,18119,50,72,14696,0.5906,0.56
5771,25169,15839,2133,33,29,12314,0.4568,0.85
5772,16973,766,18120,74,17,4883,0.4801,0.03
5773,23348,33144,4208,50,85,10032,0.8532,0.61
5774,23724,27983,16621,20,44,14341,0.3563,0.85
5775,10848,14163,2832,55,76,16563,0.285,0.49
5776,29161,33749,4150,15,91,3065,0.7811,0.31
5777,24270,34928,11751,15,11,15875,0.6038,1.0
5778,8124,47545,15575,67,36,5340,0.3993,0.06
5779,16778,39570,18506,57,28,17360,0.5027,0.21
5780,5588,9529,147,93,5,2030,0.5674,0.89
5781,20511,48721,9533,62,51,5575,0.6145,0.3
5782,11135,33026,3514,23,55,1869,0.7747,0.82
5783,19396,48864,1837,36,40,5157,0.476,0.33
5784,26393,38097,7813,54,31,12786,0.6736,0.81
5785,27272,40824,733,76,74,11530,0.7843,0.69
5786,21228,32369,16142,59,46,4833,0.7906,0.47
5787,18357,31804,1182,80,99,2945,0.378,0.52
5788,12955,28491,12364,45,80,18190,0.4451,0.18
5789,19742,24287,5927,74,94,18761,0.6164,0.12
5790,2917,45434,13118,25,93,10370,0.82,0.72
5791,25120,2626,14683,30,72,19630,0.7533,0.85
5792,20125,24786,15808,5,74,3703,0.6088,0.72
5793,4558,7903,17475,85,17,15999,0.8886,0.91
5794,5407,32768,11107,31,29,11403,0.5073,0.89
5795,9033,6674,904,54,99,10669,0.7897,0.78
5796,18525,8833,5788,70,26,13197,0.7729,0.9
5797,17163,7357,2076,69,25,6304,0.8356,0.17
5798,10759,36151,5415,14,19,4309,0.8914,0.73
5799,28373,16009,2600,99,71,464,0.547,0.75
5800,5838,24246,7139,41,41,6387,0.3369,0.15
5801,5768,11902,16673,73,49,8196,0.5226,0.91
5802,26034,7996,16923,45,30,13837,0.7977,0.01
5803,14527,28233,12093,50,85,15070,0.7853,0.43
5804,7797,13626,1086,81,59,10310,0.4352,0.02
5805,24517,11378,19703,49,54,19304,0.2331,0.52
5806,16546,46110,6172,92,39,6302,0.5569,0.41
5807,7929,25651,14628,31,45,448,0.5319,0.62
5808,10851,25398,15739,69,76,8370,0.26,0.77
5809,13550,35438,16200,88,15,17484,0.7564,0.77
5810,28445,22291,11742,12,92,3002,0.3985,0.72
5811,7452,33192,12104,71,12,16777,0.652,0.1
5812,13616,23971,1817,53,58,9666,0.271,0.42
5813,23399,9821,4758,93,98,653,0.8025,0.82
5814,29027,38513,8403,93,5,13656,0.7175,0.65
5815,8426,30379,19440,18,24,9832,0.4719,0.68
5816,3744,14504,1306,66,38,7086,0.6406,0.23
5817,21454,4586,10193,47,61,4878,0.3312,0.33
5818,29593,35298,5401,31,17,6633,0.8898,0.96
5819,26811,28787,14313,31,58,2198,0.7573,0.85
5820,8103,13256,799,72,57,6094,0.7523,0.16
5821,3378,667,17142,79,56,17181,0.3074,0.54
5822,7396,2279,6466,52,10,3406,0.2124,0.49
5823,25498,2119,7000,71,40,5238,0.6098,0.44
5824,3174,16019,12378,29,29,435,0.3009,0.47
5825,13361,19803,1763,68,95,15861,0.7463,0.64
5826,11273,18804,12827,28,62,4283,0.4913,0.97
5827,8412,18130,8358,13,59,6296,0.437,0.88
5828,24036,4009,10723,12,99,1785,0.2516,0.88
5829,1737,8115,15428,99,7,18991,0.8972,0.7
5830,13752,3520,15379,63,32,13736,0.8692,0.02
5831,5203,47753,13932,21,72,4872,0.2921,0.44
5832,25600,16840,16629,47,85,1228,0.433,0.51
5833,17128,40353,4764,99,42,14472,0.4736,0.84
5834,2132,30428,10714,72,38,929,0.4078,0.92
5835,2861,19565,15803,8,88,17939,0.8541,0.45
5836,15295,4231,12371,12,17,17440,0.7049,0.3
5837,18552,10752,14680,46,9,5347,0.8691,0.34
5838,16725,21607,17708,53,64,3707,0.8122,0.58
5839,2768,47247,3759,10,92,10547,0.7282,0.27
5840,14738,47771,388,77,21,16706,0.6879,0.91
5841,16054,48781,6811,46,61,2945,0.8063,0.42
5842,17286,23906,19945,76,35,3145,0.6789,0.99
5843,21543,19271,4325,36,96,18040,0.3321,0.11
5844,12456,20693,11541,19,69,2497,0.6537,0.19
5845,29924,9570,18090,86,70,6546,0.5605,0.51
5846,295,49717,6812,91,37,1374,0.8873,0.87
5847,2287,44408,8884,73,97,10299,0.557,0.35
5848,11807,21426,14408,31,8,19556,0.2269,0.84
5849,2430,4697,9922,70,86,18163,0.3849,0.43
5850,27035,37404,17603,63,59,5404,0.8422,0.85
5851,21325,30888,8223,32,28,19156,0.8736,0.28
5852,3706,49577,16735,28,36,2944,0.7099,0.47
5853,24952,42825,11383,55,77,16178,0.2398,0.28
5854,160,37030,18000,25,51,14845,0.2165,0.22
5855,28066,33171,11406,35,20,2011,0.5357,0.42
5856,26589,5167,7866,79,25,12666,0.8998,0.33
5857,14487,5124,12199,54,98,4912,0.8085,0.79
5858,4027,7815,18644,96,71,19109,0.8532,0.75
5859,6396,31870,11394,44,35,18373,0.6365,0.36
5860,13722,11326,16237,72,18,16447,0.8014,0.99
5861,14225,35499,11901,20,10,15275,0.4238,0.97
5862,2691,13512,7280,80,73,13064,0.2192,0.92
5863,25242,47905,8853,90,33,17179,0.8428,0.59
5864,12227,44515,15845,67,59,14565,0.3529,0.41
5865,15848,12669,1993,60,41,10252,0.7099,0.31
5866,26247,2469,14065,84,63,14690,0.6613,0.02
5867,29393,44527,8398,28,40,4620,0.3107,0.63
5868,6221,32121,11800,32,89,7759,0.337,0.55
5869,1300,628,5435,97,80,2996,0.4304,0.63
5870,15821,43370,16689,89,63,12861,0.7299,0.58
5871,29085,30414,19544,93,91,3232,0.2275,0.14
5872,19338,37543,9293,35,82,19920,0.4849,0.7
5873,11187,18147,16323,19,68,6614,0.6656,0.36
5874,23508,19848,5082,46,47,1957,0.32,0.52
5875,25912,35209,6311,54,46,4041,0.2836,0.37
5876,7072,14019,18851,90,78,18081,0.4731,0.02
5877,236,47598,18690,9,64,2713,0.4006,0.88
5878,17513,15356,2684,52,66,8177,0.6544,0.15
5879,15446,5005,1941,17,68,1932,0.8787,0.58
5880,26832,48407,19898,36,95,16762,0.2031,0.88
5881,19078,48123,10733,71,62,4417,0.8317,0.22
5882,23690,8984,10017,83,6,12512,0.5033,0.41
5883,761,29006,12178,95,82,10447,0.6648,0.38
5884,2572,42011,7476,95,75,12478,0.7957,0.09
5885,27353,6050,2020,34,85,5650,0.6014,0.42
5886,26984,1460,6821,10,88,18600,0.2681,0.48
5887,186,37995,10734,29,12,431,0.2984,0.03
5888,10804,22046,12907,32,60,11834,0.7525,0.49
5889,6319,47120,17082,66,88,15074,0.3604,0.09
5890,24627,8830,9882,26,40,9675,0.5983,0.89
5891,16422,22261,14690,72,73,3931,0.4997,0.65
5892,14849,27838,12676,19,17,8158,0.4125,0.06
5893,7068,4025,18535,30,43,12486,0.7509,0.83
5894,27618,8563,13473,67,85,10446,0.7119,0.36
5895,19257,17512,16852,22,10,6797,0.6523,0.23
5896,27180,22502,16383,77,23,18633,0.4609,0.25
5897,13696,34110,2402,67,29,19966,0.3585,0.6
5898,27986,25817,1801,66,7,2779,0.5611,0.08
5899,1800,41652,19091,72,57,8837,0.772,0.06
5900,28346,9897,12217,52,32,8088,0.603,0.63
5901,2800,20694,5574,54,30,3960,0.8791,0.98
5902,23299,6506,18785,67,51,3546,0.2108,0.48
5903,11921,14065,15233,73,12,11361,0.8988,0.41
5904,29266,13833,17723,10,61,7552,0.684,0.95
5905,18131,27026,11365,62,59,3850,0.7829,0.24
5906,22522,28883,2752,55,83,8212,0.4345,0.24
5907,21648,17924,8885,16,5,19070,0.5558,0.91
5908,5620,36494,19339,99,44,11312,0.7579,0.65
5909,11610,42942,14592,51,27,2873,0.7325,0.05
5910,3787,28387,12309,13,58,1542,0.4338,0.67
5911,17080,16668,2972,11,46,19750,0.4271,0.82
5912,21029,30536,6704,33,84,10551,0.664,0.27
5913,25160,21480,2071,82,54,4987,0.8536,0.38
5914,8937,24896,14005,55,8,15906,0.5072,0.2
5915,15055,8131,15766,88,12,13413,0.4471,0.63
5916,11381,22047,11360,59,40,12102,0.8263,0.66
5917,14017,3288,16570,63,14,13733,0.6781,0.07
5918,4857,25769,4275,60,34,6444,0.4718,0.68
5919,13145,35813,9259,26,20,8222,0.2401,0.66
5920,20868,31913,11942,22,34,6507,0.705,0.04
5921,9012,6865,15773,62,68,3346,0.447,0.56
5922,4833,23271,12769,44,78,7273,0.2494,0.61
5923,7181,10907,3190,93,15,15748,0.6286,0.43
5924,8790,10304,11771,35,38,11834,0.4261,0.9
5925,23601,27166,2637,60,84,12501,0.4369,0.33
5926,21213,42220,10624,39,59,5610,0.5354,0.07
5927,1773,37467,6719,30,87,17408,0.7022,0.67
5928,14418,22758,19039,72,8,6326,0.3934,0.61
5929,27743,37181,5054,88,53,6274,0.2567,0.99
5930,24790,35086,14351,38,48,18104,0.4971,0.23
5931,11271,13886,8450,80,35,7168,0.2384,0.4
5932,29445,29383,7554,20,52,8234,0.6881,0.46
5933,26412,156,3860,46,30,4855,0.8715,0.86
5934,13645,45401,6130,9,74,19237,0.6611,0.41
5935,11903,33011,7458,65,95,15358,0.3928,0.77
5936,23662,40086,4203,48,16,5183,0.3272,0.16
5937,26929,8659,11105,39,49,13746,0.3629,0.41
5938,2394,26158,19810,95,12,14098,0.3551,0.15
5939,3730,22845,17802,5,13,15610,0.4197,0.95
5940,15193,715,3850,47,5,10454,0.2681,0.18
5941,16630,8162,1087,36,9,12898,0.827,0.42
5942,14553,28314,1042,67,75,8823,0.8196,0.08
5943,12274,44388,4560,37,86,16293,0.6307,0.92
5944,3553,38845,443,99,58,6312,0.2433,0.62
5945,4607,44287,8055,81,28,7868,0.7628,0.96
5946,22267,42648,16791,70,30,16164,0.2433,0.04
5947,24235,10781,17615,34,14,15078,0.2745,0.17
5948,10702,7084,6867,14,65,19991,0.4277,0.38
5949,5728,27679,2115,27,44,2432,0.502,0.62
5950,8428,25374,12144,43,48,16664,0.4477,0.33
5951,15634,37839,13929,49,16,6504,0.3157,0.71
5952,19844,27499,11660,33,26,18317,0.2785,0.17
5953,19489,31581,19563,34,31,10153,0.8016,0.6
5954,3652,1044,204,38,71,6081,0.4542,0.4
5955,16502,28557,9796,56,86,4226,0.353,0.51
5956,2342,9214,8728,85,73,10197,0.5409,0.57
5957,14765,39946,6344,26,18,4533,0.2258,0.06
5958,22802,18230,9624,9,29,1418,0.6202,0.92
5959,5197,12412,2465,15,56,2316,0.3739,0.79
5960,8740,32696,16029,90,99,17085,0.6187,0.44
5961,2048,38651,1120,36,89,2160,0.6299,0.55
5962,25621,9851,18688,28,63,14825,0.7665,0.03
5963,5718,7007,14835,15,42,3148,0.3609,0.5
5964,4336,28214,16356,15,24,2805,0.5244,0.43
5965,23385,25109,10117,21,82,7598,0.8733,0.37
5966,2020,19410,7857,36,24,13609,0.709,0.82
5967,11269,35825,18624,87,60,17611,0.8827,0.18
5968,4288,19096,7448,31,34,15431,0.8492,0.18
5969,12307,6147,12252,36,45,7799,0.6275,0.52
5970,338,39117,3022,65,88,18990,0.3848,0.69
5971,304,28867,17948,29,75,11926,0.7298,0.02
5972,10899,16447,11362,68,67,15059,0.6887,0.55
5973,5652,36627,13677,68,73,11177,0.6122,0.3
5974,29016,24202,1395,32,99,9865,0.6885,0.76
5975,5027,4363,18351,44,33,7646,0.6295,0.47
5976,28064,43149,7691,95,83,18518,0.5636,0.83
5977,11264,2002,15149,18,93,18905,0.4912,0.4
5978,4490,30923,13435,46,81,18819,0.2313,0.83
5979,19171,30640,8694,43,48,8207,0.806,0.72
5980,21435,35435,1661,6,92,9536,0.8059,0.83
5981,15741,10290,18512,85,83,12310,0.6158,0.81
5982,6260,40943,10823,5,92,968,0.3875,0.49
5983,28842,27790,18498,36,94,15152,0.2197,0.37
5984,21872,3094,5829,87,87,4797,0.201,0.77
5985,26024,38097,9500,68,61,9845,0.251,0.36
5986,29076,2110,7200,82,28,17515,0.4519,0.09
5987,15910,7477,16787,35,23,8617,0.3319,0.86
5988,5226,13136,12642,62,21,7916,0.3855,0.4
5989,916,26567,13911,86,73,6600,0.6898,0.13
5990,13514,148,9805,82,65,9650,0.8714,0.65
5991,25496,37078,761,18,8,18537,0.3447,0.89
5992,292,47706,13756,92,26,482,0.526,0.86
5993,18260,16138,10974,73,78,286,0.894,0.55
5994,3745,32676,13123,20,89,356,0.8522,0.09
5995,12916,7978,15971,73,93,12770,0.4466,0.7
5996,6414,27709,17863,58,10,73,0.4238,0.61
5997,24926,49322,6494,17,34,11551,0.3695,0.21
5998,18272,48215,10734,84,97,9255,0.3088,0.9
5999,7474,24170,3470,83,79,17114,0.522,0.09
6000,3800,40747,2118,35,15,1565,0.4388,0.37
6001,10755,22096,7209,73,52,17385,0.7214,0.09
6002,15229,18261,4856,25,50,5457,0.3658,0.91
6003,9459,46122,6894,34,31,464,0.7154,0.04
6004,3993,40248,11733,27,23,4898,0.4017,0.43
6005,6911,2328,19665,42,90,5021,0.6149,0.86
6006,9388,26465,2956,33,96,15195,0.6469,0.25
6007,19163,25288,19985,81,63,5035,0.6702,0.11
6008,26523,42682,19857,36,72,7700,0.3227,0.13
6009,20388,8988,11167,66,58,13014,0.3979,0.4
6010,23744,23230,3715,95,87,10689,0.3723,0.43
6011,604,39259,11672,49,21,16883,0.6033,0.72
6012,9913,42297,9398,53,54,11177,0.253,0.24
6013,14771,18890,15548,37,44,7378,0.5628,0.7
6014,27148,24924,7932,8,91,13187,0.2612,1.0
6015,10838,33505,5339,22,96,12758,0.4359,0.86
6016,26063,24574,13960,74,15,15101,0.6807,0.64
6017,11286,17433,7848,68,18,19385,0.4888,0.94
6018,6873,42964,3458,32,17,19559,0.3962,0.99
6019,3916,36455,17595,62,92,11960,0.6311,0.57
6020,29994,33979,17693,95,84,1587,0.7182,0.27
6021,817,8467,14009,94,32,3218,0.3782,0.91
6022,11776,822,4140,60,98,5737,0.4096,0.84
6023,4534,31245,11083,24,48,16402,0.6482,0.08
6024,17142,37734,15412,81,67,18329,0.8757,0.94
6025,5157,10239,13833,96,65,7853,0.3497,0.37
6026,20492,49954,11444,38,95,8426,0.658,0.32
6027,29200,2228,3031,91,21,1506,0.8346,0.34
6028,5094,41986,8115,14,54,1544,0.5234,0.32
6029,4334,20717,3604,98,30,5110,0.4218,0.52
6030,3864,28180,12629,26,11,9529,0.6668,0.58
6031,11281,35385,18823,9,83,10115,0.222,0.43
6032,4737,17633,8208,48,20,1800,0.4521,0.41
6033,2204,32724,1064,13,89,10488,0.3806,0.74
6034,9547,47096,13577,47,21,16607,0.3572,0.0
6035,23285,47047,12922,8,94,4362,0.3258,0.95
6036,10774,28056,14251,46,39,19711,0.7159,0.71
6037,25059,42543,10268,69,88,18455,0.8686,0.71
6038,19091,33177,3763,45,88,1446,0.4693,0.42
6039,8485,4052,17926,68,27,223,0.2344,0.97
6040,12099,46739,7635,59,73,11636,0.7032,0.0
6041,3819,42560,4172,94,13,15963,0.5767,0.08
6042,2681,22896,9942,22,91,11130,0.7066,0.8
6043,19049,31846,16888,20,22,14822,0.6535,0.74
6044,2863,21349,17351,91,97,2296,0.8338,0.27
6045,27474,115,4424,50,79,19512,0.2983,0.59
6046,22812,49857,539,40,52,19485,0.3184,0.53
6047,6091,26057,1034,94,76,1749,0.4391,0.53
6048,10631,16105,17394,70,95,15013,0.544,0.6
6049,19890,21392,1832,48,70,19525,0.848,0.99
6050,25407,31976,15009,9,27,1894,0.8349,0.99
6051,11164,47146,14592,33,89,6447,0.8103,0.98
6052,11412,14917,6033,8,14,12935,0.3558,0.55
6053,4880,25570,1919,90,42,19685,0.7108,0.32
6054,4277,9859,11546,53,63,16158,0.4684,0.56
6055,15269,48532,19078,76,72,7570,0.8518,0.62
6056,6576,6512,6888,89,89,9992,0.3502,0.31
6057,19088,20604,13600,12,47,942,0.2989,0.63
6058,24665,43064,5752,56,16,8456,0.7897,0.62
6059,2482,8607,13077,73,57,19863,0.7018,0.9
6060,17015,21150,11910,25,18,13221,0.775,0.24
6061,22563,4920,6082,31,56,17039,0.3106,0.7
6062,12608,7935,1875,42,88,14722,0.8194,0.45
6063,734,27731,11604,9,76,16362,0.6743,0.13
6064,26445,34717,19544,89,95,18947,0.6561,0.32
6065,12096,13687,15383,65,65,7093,0.6078,0.06
6066,27046,34821,12520,12,45,17611,0.7354,0.32
6067,14262,45599,3820,90,25,12688,0.4909,0.07
6068,16486,6940,79,22,52,17917,0.293,0.93
6069,14105,37934,9008,8,60,19745,0.5775,0.1
6070,8497,31540,15552,8,39,9787,0.7237,0.82
6071,22435,35283,8856,41,48,14003,0.3076,0.91
6072,12427,30736,9246,19,43,15469,0.3568,0.47
6073,14494,2489,2171,42,19,9738,0.6876,0.05
6074,27297,49079,3059,31,16,13024,0.3888,0.6
6075,29415,863,7789,89,12,5408,0.319,0.23
6076,22110,24025,4109,52,98,10468,0.8226,0.18
6077,24223,26649,11335,50,71,17524,0.3126,0.57
6078,22487,39123,2960,50,98,9858,0.4409,0.36
